accession,syn_id,mibig_reference,product,type,sid_type,tonb_num,pb_num,family,genus,species,genome_tonb,genome_pb
GCF_013694285.1,GCF_013694285.1|NZ_CP059288.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,7,3
GCF_014904215.2,GCF_014904215.2|NZ_CP075480.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,7,3
GCF_014904135.2,GCF_014904135.2|NZ_CP075465.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,7,3
GCF_014679325.1,GCF_014679325.1|NZ_AP023427.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,7,3
GCF_014075595.1,GCF_014075595.1|NZ_CP050040.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,7,3
GCF_014361285.1,GCF_014361285.1|NZ_CP060748.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,7,3
GCF_016776325.1,GCF_016776325.1|NZ_CP068807.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_016776325.1,GCF_016776325.1|NZ_CP068807.1|r1c2|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_016776325.1,GCF_016776325.1|NZ_CP068807.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_016944675.1,GCF_016944675.1|NZ_CP063492.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,12,7
GCF_016944675.1,GCF_016944675.1|NZ_CP063493.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,12,7
GCF_016776085.1,GCF_016776085.1|NZ_CP068814.1|r1c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_016776085.1,GCF_016776085.1|NZ_CP068814.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_016776085.1,GCF_016776085.1|NZ_CP068814.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_016889685.1,"GCF_016889685.1|NZ_CP069522.1|r1c2|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,16,9
GCF_016889685.1,GCF_016889685.1|NZ_CP069522.1|r1c5|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,16,9
GCF_017815815.1,GCF_017815815.1|NZ_CP051849.1|r1c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,18,8
GCF_017815815.1,"GCF_017815815.1|NZ_CP051849.1|r1c2|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,18,8
GCF_017815815.1,GCF_017815815.1|NZ_CP051849.1|r1c5|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,18,8
GCF_016775985.1,GCF_016775985.1|NZ_CP068827.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,14,7
GCF_016775985.1,GCF_016775985.1|NZ_CP068827.1|r1c2|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,14,7
GCF_016775985.1,GCF_016775985.1|NZ_CP068827.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,14,7
GCF_016776385.1,GCF_016776385.1|NZ_CP068801.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016776385.1,GCF_016776385.1|NZ_CP068801.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016803915.1,GCF_016803915.1|NZ_CP046539.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,0,1,Enterobacteriaceae,Escherichia,Escherichia coli,8,3
GCF_016803875.1,GCF_016803875.1|NZ_CP045712.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,0,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,4
GCF_016803875.1,GCF_016803875.1|NZ_CP045712.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,4
GCF_016803875.1,GCF_016803875.1|NZ_CP045713.1|r2c1|unknown,unknown,unknown,unknown,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,4
GCF_016779865.1,GCF_016779865.1|NZ_CP068808.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,6
GCF_016779865.1,GCF_016779865.1|NZ_CP068808.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,6
GCF_017310445.1,GCF_017310445.1|NZ_CP064103.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,7
GCF_017310445.1,GCF_017310445.1|NZ_CP064103.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,7
GCF_017310445.1,GCF_017310445.1|NZ_CP064104.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,7
GCF_016780575.1,GCF_016780575.1|NZ_CP068830.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016780575.1,GCF_016780575.1|NZ_CP068830.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016776245.1,GCF_016776245.1|NZ_CP068810.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016776245.1,GCF_016776245.1|NZ_CP068810.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016903935.1,GCF_016903935.1|NZ_CP070007.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016903935.1,GCF_016903935.1|NZ_CP070007.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016776205.1,GCF_016776205.1|NZ_CP068818.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016776205.1,GCF_016776205.1|NZ_CP068818.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016776025.1,GCF_016776025.1|NZ_CP068824.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016776025.1,GCF_016776025.1|NZ_CP068824.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016775865.1,GCF_016775865.1|NZ_CP068826.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016775865.1,GCF_016775865.1|NZ_CP068826.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_018884385.1,GCF_018884385.1|NZ_CP035841.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,8,4
GCF_016780725.1,GCF_016780725.1|NZ_CP065136.1|r1c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016780725.1,GCF_016780725.1|NZ_CP065136.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016780725.1,GCF_016780725.1|NZ_CP065136.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016775945.1,GCF_016775945.1|NZ_CP068812.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,14,7
GCF_016775945.1,GCF_016775945.1|NZ_CP068812.1|r1c2|unknown,unknown,unknown,unknown,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,14,7
GCF_016775945.1,GCF_016775945.1|NZ_CP068812.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,14,7
GCF_017639185.1,GCF_017639185.1|NZ_CP067307.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,12,7
GCF_016776165.1,GCF_016776165.1|NZ_CP068813.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,12,7
GCF_016776165.1,GCF_016776165.1|NZ_CP068813.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,12,7
GCF_016776305.1,"GCF_016776305.1|NZ_CP068799.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016776305.1,GCF_016776305.1|NZ_CP068799.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_017603565.1,GCF_017603565.1|NZ_CP071954.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_017603565.1,GCF_017603565.1|NZ_CP071954.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016889625.1,GCF_016889625.1|NZ_CP069517.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016889625.1,"GCF_016889625.1|NZ_CP069517.1|r1c4|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016889725.1,GCF_016889725.1|NZ_CP069528.1|r1c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,21,8
GCF_016889725.1,"GCF_016889725.1|NZ_CP069528.1|r1c2|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,21,8
GCF_016889725.1,GCF_016889725.1|NZ_CP069528.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,21,8
GCF_016889725.1,GCF_016889725.1|NZ_CP069528.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,21,8
GCF_016904335.1,GCF_016904335.1|NZ_CP070098.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,16,7
GCF_016904335.1,GCF_016904335.1|NZ_CP070098.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,16,7
GCF_016904335.1,GCF_016904335.1|NZ_CP070098.1|r1c4|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,16,7
GCF_016776185.1,"GCF_016776185.1|NZ_CP068817.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016776185.1,GCF_016776185.1|NZ_CP068817.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_018141125.1,GCF_018141125.1|NZ_CP056036.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_018141125.1,GCF_018141125.1|NZ_CP056036.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_018141125.1,GCF_018141125.1|NZ_CP056037.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,7
GCF_016889185.1,GCF_016889185.1|NZ_CP069480.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016889185.1,"GCF_016889185.1|NZ_CP069480.1|r1c3|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016890045.1,GCF_016890045.1|NZ_CP069583.1|r1c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,19,8
GCF_016890045.1,GCF_016890045.1|NZ_CP069583.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,19,8
GCF_016890045.1,GCF_016890045.1|NZ_CP069583.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,19,8
GCF_016904495.1,GCF_016904495.1|NZ_CP070134.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,12,6
GCF_016904495.1,GCF_016904495.1|NZ_CP070134.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,12,6
GCF_016776145.1,GCF_016776145.1|NZ_CP068811.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016776145.1,GCF_016776145.1|NZ_CP068811.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016775885.1,GCF_016775885.1|NZ_CP068829.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016775885.1,GCF_016775885.1|NZ_CP068829.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016904075.1,GCF_016904075.1|NZ_CP070045.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,7
GCF_016904075.1,"GCF_016904075.1|NZ_CP070045.1|r1c3|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,7
GCF_016889025.1,"GCF_016889025.1|NZ_CP069445.1|r1c2|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,17,8
GCF_016889025.1,GCF_016889025.1|NZ_CP069445.1|r1c4|unknown,unknown,unknown,unknown,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,17,8
GCF_016889025.1,GCF_016889025.1|NZ_CP069445.1|r1c5|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,17,8
GCF_016775965.1,GCF_016775965.1|NZ_CP068820.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,6
GCF_016776285.1,"GCF_016776285.1|NZ_CP068815.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016776285.1,GCF_016776285.1|NZ_CP068815.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016775925.1,"GCF_016775925.1|NZ_CP068822.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016775925.1,GCF_016775925.1|NZ_CP068822.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016776105.1,GCF_016776105.1|NZ_CP068819.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016776105.1,GCF_016776105.1|NZ_CP068819.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,6
GCF_016780415.1,GCF_016780415.1|NZ_CP068796.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016780415.1,GCF_016780415.1|NZ_CP068796.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016776045.1,GCF_016776045.1|NZ_CP068804.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016776045.1,GCF_016776045.1|NZ_CP068804.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016903315.1,GCF_016903315.1|NZ_CP069882.1|r1c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016903315.1,GCF_016903315.1|NZ_CP069882.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016903315.1,GCF_016903315.1|NZ_CP069882.1|r1c5|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
GCF_016776065.1,GCF_016776065.1|NZ_CP068800.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016776065.1,GCF_016776065.1|NZ_CP068800.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,10,5
GCF_016903915.1,GCF_016903915.1|NZ_CP069996.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016903915.1,GCF_016903915.1|NZ_CP069996.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016903915.1,GCF_016903915.1|NZ_CP069998.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,8
GCF_016776225.1,"GCF_016776225.1|NZ_CP068816.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,13,8
GCF_016776225.1,GCF_016776225.1|NZ_CP068816.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,8
GCF_018128405.1,GCF_018128405.1|NZ_CP071073.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,14,6
GCF_018128405.1,GCF_018128405.1|NZ_CP071073.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,14,6
GCF_018128405.1,GCF_018128405.1|NZ_CP071073.1|r1c4|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,14,6
GCF_017357505.1,"GCF_017357505.1|NZ_CP032085.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,19,9
GCF_017357505.1,GCF_017357505.1|NZ_CP032085.1|r1c2|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,19,9
GCF_017357505.1,GCF_017357505.1|NZ_CP032085.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,19,9
GCF_016903815.1,GCF_016903815.1|NZ_CP069973.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,7
GCF_016903815.1,GCF_016903815.1|NZ_CP069973.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Escherichia,Escherichia coli,11,7
GCF_016806045.1,GCF_016806045.1|NZ_CP019392.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,11,8
GCF_016903615.1,"GCF_016903615.1|NZ_CP069990.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,2,0,Enterobacteriaceae,Escherichia,Escherichia coli,15,9
GCF_016903615.1,GCF_016903615.1|NZ_CP069990.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,15,9
GCF_016904115.1,GCF_016904115.1|NZ_CP070048.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Escherichia,Escherichia coli,13,6
