Strain_Name,Has_BamA,Best_Evalue,Hit_Locus_Tag,Final_Classification
GCF_006364035.1,False,,Clean,Monoderm (Keep)
GCF_006337065.1,False,,Clean,Monoderm (Keep)
GCF_006351925.1,False,,Clean,Monoderm (Keep)
GCF_006349365.1,False,,Clean,Monoderm (Keep)
GCF_006740705.1,False,,Clean,Monoderm (Keep)
GCF_006337125.1,False,,Clean,Monoderm (Keep)
GCF_006494815.1,False,,Clean,Monoderm (Keep)
GCF_006385015.1,False,,Clean,Monoderm (Keep)
GCF_006349715.2,False,,Clean,Monoderm (Keep)
GCF_006352065.1,False,,Clean,Monoderm (Keep)
GCF_006517235.1,False,,Clean,Monoderm (Keep)
GCF_006489275.1,False,,Clean,Monoderm (Keep)
GCF_006489255.1,False,,Clean,Monoderm (Keep)
GCF_006494795.1,False,,Clean,Monoderm (Keep)
GCF_006517215.1,False,,Clean,Monoderm (Keep)
GCF_006489235.1,False,,Clean,Monoderm (Keep)
GCF_006494775.1,False,,Clean,Monoderm (Keep)
GCF_006542275.1,False,,Clean,Monoderm (Keep)
GCF_006742205.1,False,,Clean,Monoderm (Keep)
GCF_006704205.1,False,,Clean,Monoderm (Keep)
GCF_006770285.1,False,,Clean,Monoderm (Keep)
GCF_006741845.1,False,,Clean,Monoderm (Keep)
GCF_006766145.1,False,,Clean,Monoderm (Keep)
GCF_006770305.1,False,,Clean,Monoderm (Keep)
GCF_006777105.1,False,,Clean,Monoderm (Keep)
GCF_006970065.1,False,,Clean,Monoderm (Keep)
GCF_006970285.1,False,,Clean,Monoderm (Keep)
GCF_006969105.1,False,,Clean,Monoderm (Keep)
GCF_006770685.1,False,,Clean,Monoderm (Keep)
GCF_006770865.1,False,,Clean,Monoderm (Keep)
GCF_006716135.1,False,,Clean,Monoderm (Keep)
GCF_006516935.1,False,,Clean,Monoderm (Keep)
GCF_006874565.1,False,,Clean,Monoderm (Keep)
GCF_006777025.1,False,,Clean,Monoderm (Keep)
GCF_006742565.1,False,,Clean,Monoderm (Keep)
GCF_006874665.1,False,,Clean,Monoderm (Keep)
GCF_006965445.1,False,,Clean,Monoderm (Keep)
GCF_006770265.1,False,,Clean,Monoderm (Keep)
GCF_006965545.2,False,,Clean,Monoderm (Keep)
GCF_006965525.1,False,,Clean,Monoderm (Keep)
GCF_007814115.1,False,,Clean,Monoderm (Keep)
GCF_007185035.1,False,,Clean,Monoderm (Keep)
GCF_007726525.1,False,,Clean,Monoderm (Keep)
GCF_007814725.1,False,,Clean,Monoderm (Keep)
GCF_006770485.1,False,,Clean,Monoderm (Keep)
GCF_007726325.1,False,,Clean,Monoderm (Keep)
GCF_007814525.1,False,,Clean,Monoderm (Keep)
GCF_007814625.1,False,,Clean,Monoderm (Keep)
GCF_007814385.1,False,,Clean,Monoderm (Keep)
GCF_007726465.1,False,,Clean,Monoderm (Keep)
GCF_007633215.1,False,,Clean,Monoderm (Keep)
GCF_007726565.1,False,,Clean,Monoderm (Keep)
GCF_007726495.1,False,,Clean,Monoderm (Keep)
GCF_007292115.1,False,,Clean,Monoderm (Keep)
GCF_007814825.1,False,,Clean,Monoderm (Keep)
GCF_007363175.1,False,,Clean,Monoderm (Keep)
GCF_007559025.1,False,,Clean,Monoderm (Keep)
GCF_007197835.1,False,,Clean,Monoderm (Keep)
GCF_007724845.1,False,,Clean,Monoderm (Keep)
GCF_007814015.1,False,,Clean,Monoderm (Keep)
GCF_006974085.1,False,,Clean,Monoderm (Keep)
GCF_007431185.1,False,,Clean,Monoderm (Keep)
GCF_007475365.1,False,,Clean,Monoderm (Keep)
GCF_007725185.1,False,,Clean,Monoderm (Keep)
GCF_006971425.1,False,,Clean,Monoderm (Keep)
GCF_007197715.1,False,,Clean,Monoderm (Keep)
GCF_006971245.1,False,,Clean,Monoderm (Keep)
GCF_006971065.1,False,,Clean,Monoderm (Keep)
GCF_007833395.1,False,,Clean,Monoderm (Keep)
GCF_007833315.1,False,,Clean,Monoderm (Keep)
GCF_006971625.1,False,,Clean,Monoderm (Keep)
GCF_006974065.1,False,,Clean,Monoderm (Keep)
GCF_007826355.1,False,,Clean,Monoderm (Keep)
GCF_007813675.1,False,,Clean,Monoderm (Keep)
GCF_007430945.1,False,,Clean,Monoderm (Keep)
GCF_007637635.1,False,,Clean,Monoderm (Keep)
GCF_007559005.1,False,,Clean,Monoderm (Keep)
GCF_007641235.1,False,,Clean,Monoderm (Keep)
GCF_007833335.1,False,,Clean,Monoderm (Keep)
GCF_007301515.1,False,,Clean,Monoderm (Keep)
GCF_007164525.1,False,,Clean,Monoderm (Keep)
GCF_007410625.1,False,,Clean,Monoderm (Keep)
GCF_007362135.1,False,,Clean,Monoderm (Keep)
GCF_007833375.1,False,,Clean,Monoderm (Keep)
GCF_007197575.1,False,,Clean,Monoderm (Keep)
GCF_006974025.1,False,,Clean,Monoderm (Keep)
GCF_007827165.1,False,,Clean,Monoderm (Keep)
GCF_007362635.1,False,,Clean,Monoderm (Keep)
GCF_007362775.1,False,,Clean,Monoderm (Keep)
GCF_006974185.1,False,,Clean,Monoderm (Keep)
GCF_007833415.1,False,,Clean,Monoderm (Keep)
GCF_007833515.1,False,,Clean,Monoderm (Keep)
GCF_007833475.1,False,,Clean,Monoderm (Keep)
GCF_007725005.1,False,,Clean,Monoderm (Keep)
GCF_007558985.1,False,,Clean,Monoderm (Keep)
GCF_007362295.1,False,,Clean,Monoderm (Keep)
GCF_007833535.1,False,,Clean,Monoderm (Keep)
GCF_007833435.1,False,,Clean,Monoderm (Keep)
GCF_007833715.1,False,,Clean,Monoderm (Keep)
GCF_007833735.1,False,,Clean,Monoderm (Keep)
GCF_007833855.1,False,,Clean,Monoderm (Keep)
GCF_007833595.1,False,,Clean,Monoderm (Keep)
GCF_007833695.1,False,,Clean,Monoderm (Keep)
GCF_007833755.1,False,,Clean,Monoderm (Keep)
GCF_007833935.1,False,,Clean,Monoderm (Keep)
GCF_007855275.1,False,,Clean,Monoderm (Keep)
GCF_006974005.1,False,,Clean,Monoderm (Keep)
GCF_007113525.2,False,,Clean,Monoderm (Keep)
GCF_007363395.1,False,,Clean,Monoderm (Keep)
GCF_007113405.2,False,,Clean,Monoderm (Keep)
GCF_007113665.2,False,,Clean,Monoderm (Keep)
GCF_007858495.1,False,,Clean,Monoderm (Keep)
GCF_007113505.2,False,,Clean,Monoderm (Keep)
GCF_007113425.2,False,,Clean,Monoderm (Keep)
GCF_007833915.1,False,,Clean,Monoderm (Keep)
GCF_007833815.1,False,,Clean,Monoderm (Keep)
GCF_007855455.1,False,,Clean,Monoderm (Keep)
GCF_007855915.1,False,,Clean,Monoderm (Keep)
GCF_008330045.1,False,,Clean,Monoderm (Keep)
GCF_008033155.1,False,,Clean,Monoderm (Keep)
GCF_007954625.1,False,,Clean,Monoderm (Keep)
GCF_007923985.1,False,,Clean,Monoderm (Keep)
GCF_007954705.1,False,,Clean,Monoderm (Keep)
GCF_007993715.1,False,,Clean,Monoderm (Keep)
GCF_007923905.2,False,,Clean,Monoderm (Keep)
GCF_008329845.1,False,,Clean,Monoderm (Keep)
GCF_008033175.1,False,,Clean,Monoderm (Keep)
GCF_007858515.1,False,,Clean,Monoderm (Keep)
GCF_007954565.1,False,,Clean,Monoderm (Keep)
GCF_007859615.1,False,,Clean,Monoderm (Keep)
GCF_008329865.1,False,,Clean,Monoderm (Keep)
GCF_008244705.1,False,,Clean,Monoderm (Keep)
GCF_008305695.1,False,,Clean,Monoderm (Keep)
GCF_007954725.1,False,,Clean,Monoderm (Keep)
GCF_008274885.1,False,,Clean,Monoderm (Keep)
GCF_008152325.1,False,,Clean,Monoderm (Keep)
GCF_008033195.1,False,,Clean,Monoderm (Keep)
GCF_007923185.1,False,,Clean,Monoderm (Keep)
GCF_007954785.1,False,,Clean,Monoderm (Keep)
GCF_007954525.1,False,,Clean,Monoderm (Keep)
GCF_007954465.1,False,,Clean,Monoderm (Keep)
GCF_008244745.1,False,,Clean,Monoderm (Keep)
GCF_007917035.2,False,,Clean,Monoderm (Keep)
GCF_007859575.1,False,,Clean,Monoderm (Keep)
GCF_007954605.1,False,,Clean,Monoderm (Keep)
GCF_007954665.1,False,,Clean,Monoderm (Keep)
GCF_008000875.1,False,,Clean,Monoderm (Keep)
GCF_008086545.1,False,,Clean,Monoderm (Keep)
GCF_007998145.1,False,,Clean,Monoderm (Keep)
GCF_007923925.2,False,,Clean,Monoderm (Keep)
GCF_007954445.1,False,,Clean,Monoderm (Keep)
GCF_007917315.3,False,,Clean,Monoderm (Keep)
GCF_008244725.1,False,,Clean,Monoderm (Keep)
GCF_007954765.1,False,,Clean,Monoderm (Keep)
GCF_008000855.1,False,,Clean,Monoderm (Keep)
GCF_008000995.1,False,,Clean,Monoderm (Keep)
GCF_008274865.1,False,,Clean,Monoderm (Keep)
GCF_008086305.1,False,,Clean,Monoderm (Keep)
GCF_007954645.1,False,,Clean,Monoderm (Keep)
GCF_008041975.1,False,,Clean,Monoderm (Keep)
GCF_007904105.1,False,,Clean,Monoderm (Keep)
GCF_008274905.1,False,,Clean,Monoderm (Keep)
GCF_008253725.1,False,,Clean,Monoderm (Keep)
GCF_007922635.1,False,,Clean,Monoderm (Keep)
GCF_008041995.1,False,,Clean,Monoderm (Keep)
GCF_008329885.1,False,,Clean,Monoderm (Keep)
GCF_008001035.1,False,,Clean,Monoderm (Keep)
GCF_007954685.1,False,,Clean,Monoderm (Keep)
GCF_007970465.1,False,,Clean,Monoderm (Keep)
GCF_008271365.1,False,,Clean,Monoderm (Keep)
GCF_008151785.1,False,,Clean,Monoderm (Keep)
GCF_007858535.1,False,,Clean,Monoderm (Keep)
GCF_008281175.1,False,,Clean,Monoderm (Keep)
GCF_008001015.1,False,,Clean,Monoderm (Keep)
GCF_007859675.1,False,,Clean,Monoderm (Keep)
GCF_008274845.1,False,,Clean,Monoderm (Keep)
GCF_008121495.1,False,,Clean,Monoderm (Keep)
GCF_008244765.1,False,,Clean,Monoderm (Keep)
GCF_008033115.1,False,,Clean,Monoderm (Keep)
GCF_008245165.1,False,,Clean,Monoderm (Keep)
GCF_007970665.1,False,,Clean,Monoderm (Keep)
GCF_007923205.1,False,,Clean,Monoderm (Keep)
GCF_007995155.1,False,,Clean,Monoderm (Keep)
GCF_008244925.1,False,,Clean,Monoderm (Keep)
GCF_007856155.1,False,,Clean,Monoderm (Keep)
GCF_008369805.1,False,,Clean,Monoderm (Keep)
GCF_008330585.1,False,,Clean,Monoderm (Keep)
GCF_008330605.1,False,,Clean,Monoderm (Keep)
GCF_008329645.1,False,,Clean,Monoderm (Keep)
GCF_008306195.1,False,,Clean,Monoderm (Keep)
GCF_008365275.1,False,,Clean,Monoderm (Keep)
GCF_008064995.1,False,,Clean,Monoderm (Keep)
GCF_008370815.1,False,,Clean,Monoderm (Keep)
GCF_008367895.1,False,,Clean,Monoderm (Keep)
GCF_008370855.1,False,,Clean,Monoderm (Keep)
GCF_008386315.1,False,,Clean,Monoderm (Keep)
GCF_008365255.1,False,,Clean,Monoderm (Keep)
GCF_008694005.1,False,,Clean,Monoderm (Keep)
GCF_008632615.1,False,,Clean,Monoderm (Keep)
GCF_008619795.1,False,,Clean,Monoderm (Keep)
GCF_008728895.1,False,,Clean,Monoderm (Keep)
GCF_008728875.1,False,,Clean,Monoderm (Keep)
GCF_008728915.1,False,,Clean,Monoderm (Keep)
GCF_008728935.1,False,,Clean,Monoderm (Keep)
GCF_008619235.1,False,,Clean,Monoderm (Keep)
GCF_008620175.1,False,,Clean,Monoderm (Keep)
GCF_008619935.1,False,,Clean,Monoderm (Keep)
GCF_008693505.1,False,,Clean,Monoderm (Keep)
GCF_008386395.1,False,,Clean,Monoderm (Keep)
GCF_008462025.1,False,,Clean,Monoderm (Keep)
GCF_008461625.1,False,,Clean,Monoderm (Keep)
GCF_008461845.1,False,,Clean,Monoderm (Keep)
GCF_008462245.1,False,,Clean,Monoderm (Keep)
GCF_008727755.1,False,,Clean,Monoderm (Keep)
GCF_008694105.1,False,,Clean,Monoderm (Keep)
GCF_008727835.1,False,,Clean,Monoderm (Keep)
GCF_008620055.1,False,,Clean,Monoderm (Keep)
GCF_008728455.1,False,,Clean,Monoderm (Keep)
GCF_008693765.1,False,,Clean,Monoderm (Keep)
GCF_008693725.1,False,,Clean,Monoderm (Keep)
GCF_008728475.1,False,,Clean,Monoderm (Keep)
GCF_008619075.1,False,,Clean,Monoderm (Keep)
GCF_008619415.1,False,,Clean,Monoderm (Keep)
GCF_008693585.1,False,,Clean,Monoderm (Keep)
GCF_008727815.1,False,,Clean,Monoderm (Keep)
GCF_008432245.1,False,,Clean,Monoderm (Keep)
GCF_008693925.1,False,,Clean,Monoderm (Keep)
GCF_008728775.1,False,,Clean,Monoderm (Keep)
GCF_008728435.1,False,,Clean,Monoderm (Keep)
GCF_008694025.1,False,,Clean,Monoderm (Keep)
GCF_008727735.1,False,,Clean,Monoderm (Keep)
GCF_008728795.1,False,,Clean,Monoderm (Keep)
GCF_008728815.1,False,,Clean,Monoderm (Keep)
GCF_008728735.1,False,,Clean,Monoderm (Keep)
GCF_008728755.1,False,,Clean,Monoderm (Keep)
GCF_008727775.1,False,,Clean,Monoderm (Keep)
GCF_008727675.1,False,,Clean,Monoderm (Keep)
GCF_008534375.1,False,,Clean,Monoderm (Keep)
GCF_008704425.1,False,,Clean,Monoderm (Keep)
GCF_008632955.1,False,,Clean,Monoderm (Keep)
GCF_008728655.1,False,,Clean,Monoderm (Keep)
GCF_008639045.1,False,,Clean,Monoderm (Keep)
GCF_008642295.1,False,,Clean,Monoderm (Keep)
GCF_008705175.1,False,,Clean,Monoderm (Keep)
GCF_008704575.1,False,,Clean,Monoderm (Keep)
GCF_008642275.1,False,,Clean,Monoderm (Keep)
GCF_008704445.1,False,,Clean,Monoderm (Keep)
GCF_008704935.1,False,,Clean,Monoderm (Keep)
GCF_008705255.1,False,,Clean,Monoderm (Keep)
GCF_008642335.1,False,,Clean,Monoderm (Keep)
GCF_008704515.1,False,,Clean,Monoderm (Keep)
GCF_008704535.1,False,,Clean,Monoderm (Keep)
GCF_008704555.1,False,,Clean,Monoderm (Keep)
GCF_008704995.1,False,,Clean,Monoderm (Keep)
GCF_008642375.1,False,,Clean,Monoderm (Keep)
GCF_008639165.1,False,,Clean,Monoderm (Keep)
GCF_008704395.1,False,,Clean,Monoderm (Keep)
GCF_008642355.1,False,,Clean,Monoderm (Keep)
GCF_008704855.1,False,,Clean,Monoderm (Keep)
GCF_008704715.1,False,,Clean,Monoderm (Keep)
GCF_008704495.1,False,,Clean,Monoderm (Keep)
GCF_008642315.1,False,,Clean,Monoderm (Keep)
GCF_008705135.1,False,,Clean,Monoderm (Keep)
GCF_008704795.1,False,,Clean,Monoderm (Keep)
GCF_008704655.1,False,,Clean,Monoderm (Keep)
GCF_008807095.1,False,,Clean,Monoderm (Keep)
GCF_008807735.1,False,,Clean,Monoderm (Keep)
GCF_008803015.1,False,,Clean,Monoderm (Keep)
GCF_008807915.1,False,,Clean,Monoderm (Keep)
GCF_008807895.1,False,,Clean,Monoderm (Keep)
GCF_008807935.1,False,,Clean,Monoderm (Keep)
GCF_008807875.1,False,,Clean,Monoderm (Keep)
GCF_008761635.1,False,,Clean,Monoderm (Keep)
GCF_008807035.1,False,,Clean,Monoderm (Keep)
GCF_008761675.1,False,,Clean,Monoderm (Keep)
GCF_008802875.1,False,,Clean,Monoderm (Keep)
GCF_009184705.1,False,,Clean,Monoderm (Keep)
GCF_009156025.2,False,,Clean,Monoderm (Keep)
GCF_008831325.1,False,,Clean,Monoderm (Keep)
GCF_009184725.1,False,,Clean,Monoderm (Keep)
GCF_009176785.1,False,,Clean,Monoderm (Keep)
GCF_008973485.1,False,,Clean,Monoderm (Keep)
GCF_009176875.1,False,,Clean,Monoderm (Keep)
GCF_009036045.1,False,,Clean,Monoderm (Keep)
GCF_008935055.1,False,,Clean,Monoderm (Keep)
GCF_009496955.1,False,,Clean,Monoderm (Keep)
GCF_009184665.1,False,,Clean,Monoderm (Keep)
GCF_008831485.1,False,,Clean,Monoderm (Keep)
GCF_008876665.1,False,,Clean,Monoderm (Keep)
GCF_008831385.1,False,,Clean,Monoderm (Keep)
GCF_009025875.1,False,,Clean,Monoderm (Keep)
GCF_009184805.1,False,,Clean,Monoderm (Keep)
GCF_008831365.1,False,,Clean,Monoderm (Keep)
GCF_008995395.1,False,,Clean,Monoderm (Keep)
GCF_008843165.1,False,,Clean,Monoderm (Keep)
GCF_008831345.1,False,,Clean,Monoderm (Keep)
GCF_008831425.1,False,,Clean,Monoderm (Keep)
GCF_009026825.1,False,,Clean,Monoderm (Keep)
GCF_009184825.1,False,,Clean,Monoderm (Keep)
GCF_008838325.1,False,,Clean,Monoderm (Keep)
GCF_009177305.1,False,,Clean,Monoderm (Keep)
GCF_008807955.1,False,,Clean,Monoderm (Keep)
GCF_008807975.1,False,,Clean,Monoderm (Keep)
GCF_009176765.1,False,,Clean,Monoderm (Keep)
GCF_009189185.2,False,,Clean,Monoderm (Keep)
GCF_009176625.1,False,,Clean,Monoderm (Keep)
GCF_009184785.1,False,,Clean,Monoderm (Keep)
GCF_009002285.1,False,,Clean,Monoderm (Keep)
GCF_009217765.1,False,,Clean,Monoderm (Keep)
GCF_008935075.1,False,,Clean,Monoderm (Keep)
GCF_008824205.1,False,,Clean,Monoderm (Keep)
GCF_008808015.1,False,,Clean,Monoderm (Keep)
GCF_008831405.1,False,,Clean,Monoderm (Keep)
GCF_009296125.1,False,,Clean,Monoderm (Keep)
GCF_009363835.1,False,,Clean,Monoderm (Keep)
GCF_009362915.1,False,,Clean,Monoderm (Keep)
GCF_009496975.1,False,,Clean,Monoderm (Keep)
GCF_009428965.1,False,,Clean,Monoderm (Keep)
GCF_009025915.1,False,,Clean,Monoderm (Keep)
GCF_009002535.1,False,,Clean,Monoderm (Keep)
GCF_009362935.1,False,,Clean,Monoderm (Keep)
GCF_009296025.1,False,,Clean,Monoderm (Keep)
GCF_009363695.1,False,,Clean,Monoderm (Keep)
GCF_009362235.1,False,,Clean,Monoderm (Keep)
GCF_009429125.1,False,,Clean,Monoderm (Keep)
GCF_009497795.1,False,,Clean,Monoderm (Keep)
GCF_009224065.1,False,,Clean,Monoderm (Keep)
GCF_009299385.1,False,,Clean,Monoderm (Keep)
GCF_009363115.1,False,,Clean,Monoderm (Keep)
GCF_009497655.1,False,,Clean,Monoderm (Keep)
GCF_008931305.1,False,,Clean,Monoderm (Keep)
GCF_008824145.1,False,,Clean,Monoderm (Keep)
GCF_009497815.1,False,,Clean,Monoderm (Keep)
GCF_009184865.1,False,,Clean,Monoderm (Keep)
GCF_009363075.1,False,,Clean,Monoderm (Keep)
GCF_009363095.1,False,,Clean,Monoderm (Keep)
GCF_009497015.2,False,,Clean,Monoderm (Keep)
GCF_009650115.1,False,,Clean,Monoderm (Keep)
GCF_009498175.3,False,,Clean,Monoderm (Keep)
GCF_009495655.1,False,,Clean,Monoderm (Keep)
GCF_009497935.1,False,,Clean,Monoderm (Keep)
GCF_009498275.1,False,,Clean,Monoderm (Keep)
GCF_009648555.1,False,,Clean,Monoderm (Keep)
GCF_009650155.1,False,,Clean,Monoderm (Keep)
GCF_009671165.1,False,,Clean,Monoderm (Keep)
GCF_009662395.1,False,,Clean,Monoderm (Keep)
GCF_009664755.1,False,,Clean,Monoderm (Keep)
GCF_009664495.1,False,,Clean,Monoderm (Keep)
GCF_009662295.1,False,,Clean,Monoderm (Keep)
GCF_009649075.1,False,,Clean,Monoderm (Keep)
GCF_009662495.1,False,,Clean,Monoderm (Keep)
GCF_009650335.1,False,,Clean,Monoderm (Keep)
GCF_009648695.1,False,,Clean,Monoderm (Keep)
GCF_009664475.1,False,,Clean,Monoderm (Keep)
GCF_009498395.1,False,,Clean,Monoderm (Keep)
GCF_009650315.1,False,,Clean,Monoderm (Keep)
GCF_009498435.1,False,,Clean,Monoderm (Keep)
GCF_009429145.1,False,,Clean,Monoderm (Keep)
GCF_009648655.1,False,,Clean,Monoderm (Keep)
GCF_009648615.1,False,,Clean,Monoderm (Keep)
GCF_009648635.1,False,,Clean,Monoderm (Keep)
GCF_009646095.1,False,,Clean,Monoderm (Keep)
GCF_009650215.1,False,,Clean,Monoderm (Keep)
GCF_009664735.1,False,,Clean,Monoderm (Keep)
GCF_009660225.1,False,,Clean,Monoderm (Keep)
GCF_009649955.1,False,,Clean,Monoderm (Keep)
GCF_009662375.1,False,,Clean,Monoderm (Keep)
GCF_009662235.1,False,,Clean,Monoderm (Keep)
GCF_009663035.1,False,,Clean,Monoderm (Keep)
GCF_009662195.1,False,,Clean,Monoderm (Keep)
GCF_009662335.1,False,,Clean,Monoderm (Keep)
GCF_009662175.1,False,,Clean,Monoderm (Keep)
GCF_009664145.1,False,,Clean,Monoderm (Keep)
GCF_009662255.1,False,,Clean,Monoderm (Keep)
GCF_009662355.1,False,,Clean,Monoderm (Keep)
GCF_009662455.1,False,,Clean,Monoderm (Keep)
GCF_009662275.1,False,,Clean,Monoderm (Keep)
GCF_009662155.1,False,,Clean,Monoderm (Keep)
GCF_009498035.1,False,,Clean,Monoderm (Keep)
GCF_009497075.1,False,,Clean,Monoderm (Keep)
GCF_009676365.1,False,,Clean,Monoderm (Keep)
GCF_009662435.1,False,,Clean,Monoderm (Keep)
GCF_009648575.1,False,,Clean,Monoderm (Keep)
GCF_009619495.1,False,,Clean,Monoderm (Keep)
GCF_009648955.1,False,,Clean,Monoderm (Keep)
GCF_009662415.1,False,,Clean,Monoderm (Keep)
GCF_009676645.1,False,,Clean,Monoderm (Keep)
GCF_009662215.1,False,,Clean,Monoderm (Keep)
GCF_009664775.1,False,,Clean,Monoderm (Keep)
GCF_009648595.1,False,,Clean,Monoderm (Keep)
GCF_009648675.1,False,,Clean,Monoderm (Keep)
GCF_009676625.1,False,,Clean,Monoderm (Keep)
GCF_009557055.1,False,,Clean,Monoderm (Keep)
GCF_009650095.1,False,,Clean,Monoderm (Keep)
GCF_009649995.1,False,,Clean,Monoderm (Keep)
GCF_009664365.1,False,,Clean,Monoderm (Keep)
GCF_009676685.2,False,,Clean,Monoderm (Keep)
GCF_009684555.1,False,,Clean,Monoderm (Keep)
GCF_009664715.1,False,,Clean,Monoderm (Keep)
GCF_009684655.1,False,,Clean,Monoderm (Keep)
GCF_009676725.1,False,,Clean,Monoderm (Keep)
GCF_009664835.1,False,,Clean,Monoderm (Keep)
GCF_009685135.1,False,,Clean,Monoderm (Keep)
GCF_009650765.1,False,,Clean,Monoderm (Keep)
GCF_009665145.1,False,,Clean,Monoderm (Keep)
GCF_009676825.1,False,,Clean,Monoderm (Keep)
GCF_009697285.1,False,,Clean,Monoderm (Keep)
GCF_009684695.1,False,,Clean,Monoderm (Keep)
GCF_009664875.1,False,,Clean,Monoderm (Keep)
GCF_009671205.1,False,,Clean,Monoderm (Keep)
GCF_009707345.1,False,,Clean,Monoderm (Keep)
GCF_009707285.1,False,,Clean,Monoderm (Keep)
GCF_009707485.1,False,,Clean,Monoderm (Keep)
GCF_009708005.2,False,,Clean,Monoderm (Keep)
GCF_009720125.1,False,,Clean,Monoderm (Keep)
GCF_009707365.1,False,,Clean,Monoderm (Keep)
GCF_009739675.1,False,,Clean,Monoderm (Keep)
GCF_009731445.1,False,,Clean,Monoderm (Keep)
GCF_009730475.1,False,,Clean,Monoderm (Keep)
GCF_009738105.1,False,,Clean,Monoderm (Keep)
GCF_009739535.1,False,,Clean,Monoderm (Keep)
GCF_009734425.1,False,,Clean,Monoderm (Keep)
GCF_009739695.1,False,,Clean,Monoderm (Keep)
GCF_009733885.1,False,,Clean,Monoderm (Keep)
GCF_009734005.1,False,,Clean,Monoderm (Keep)
GCF_009730115.1,False,,Clean,Monoderm (Keep)
GCF_009739485.1,False,,Clean,Monoderm (Keep)
GCF_009730135.1,False,,Clean,Monoderm (Keep)
GCF_009730275.1,False,,Clean,Monoderm (Keep)
GCF_009738225.1,False,,Clean,Monoderm (Keep)
GCF_009728755.1,False,,Clean,Monoderm (Keep)
GCF_009730515.1,False,,Clean,Monoderm (Keep)
GCF_009734405.1,False,,Clean,Monoderm (Keep)
GCF_009720585.1,False,,Clean,Monoderm (Keep)
GCF_009728775.1,False,,Clean,Monoderm (Keep)
GCF_009730255.1,False,,Clean,Monoderm (Keep)
GCF_009734125.1,False,,Clean,Monoderm (Keep)
GCF_009738535.1,False,,Clean,Monoderm (Keep)
GCF_009730295.1,False,,Clean,Monoderm (Keep)
GCF_009730315.1,False,,Clean,Monoderm (Keep)
GCF_009728915.1,False,,Clean,Monoderm (Keep)
GCF_009730535.1,False,,Clean,Monoderm (Keep)
GCF_009720185.1,False,,Clean,Monoderm (Keep)
GCF_009730595.1,False,,Clean,Monoderm (Keep)
GCF_009738475.1,False,,Clean,Monoderm (Keep)
GCF_009730335.1,False,,Clean,Monoderm (Keep)
GCF_009738495.1,False,,Clean,Monoderm (Keep)
GCF_009720565.1,False,,Clean,Monoderm (Keep)
GCF_009728955.1,False,,Clean,Monoderm (Keep)
GCF_009738555.1,False,,Clean,Monoderm (Keep)
GCF_009738245.1,False,,Clean,Monoderm (Keep)
GCF_009738205.1,False,,Clean,Monoderm (Keep)
GCF_009738515.1,False,,Clean,Monoderm (Keep)
GCF_009731465.1,False,,Clean,Monoderm (Keep)
GCF_009734445.1,False,,Clean,Monoderm (Keep)
GCF_009734385.1,False,,Clean,Monoderm (Keep)
GCF_009731595.1,False,,Clean,Monoderm (Keep)
GCF_009730615.1,False,,Clean,Monoderm (Keep)
GCF_009730155.1,False,,Clean,Monoderm (Keep)
GCF_009730415.1,False,,Clean,Monoderm (Keep)
GCF_009730635.1,False,,Clean,Monoderm (Keep)
GCF_009720485.1,False,,Clean,Monoderm (Keep)
GCF_009730495.1,False,,Clean,Monoderm (Keep)
GCF_009708215.1,False,,Clean,Monoderm (Keep)
GCF_009738165.1,False,,Clean,Monoderm (Keep)
GCF_009739865.1,False,,Clean,Monoderm (Keep)
GCF_009739825.1,False,,Clean,Monoderm (Keep)
GCF_009739795.1,False,,Clean,Monoderm (Keep)
GCF_009739755.1,False,,Clean,Monoderm (Keep)
GCF_009739775.1,False,,Clean,Monoderm (Keep)
GCF_009739885.1,False,,Clean,Monoderm (Keep)
GCF_009739735.1,False,,Clean,Monoderm (Keep)
GCF_009739845.1,False,,Clean,Monoderm (Keep)
GCF_009730435.1,False,,Clean,Monoderm (Keep)
GCF_009739635.2,False,,Clean,Monoderm (Keep)
GCF_009739615.2,False,,Clean,Monoderm (Keep)
GCF_009739595.2,False,,Clean,Monoderm (Keep)
GCF_009739715.1,False,,Clean,Monoderm (Keep)
GCF_009730235.1,False,,Clean,Monoderm (Keep)
GCF_009730215.1,False,,Clean,Monoderm (Keep)
GCF_009720625.1,False,,Clean,Monoderm (Keep)
GCF_009739925.1,False,,Clean,Monoderm (Keep)
GCF_009739945.1,False,,Clean,Monoderm (Keep)
GCF_009728935.1,False,,Clean,Monoderm (Keep)
GCF_009739905.1,False,,Clean,Monoderm (Keep)
GCF_009834385.1,False,,Clean,Monoderm (Keep)
GCF_009755785.1,False,,Clean,Monoderm (Keep)
GCF_009769185.1,False,,Clean,Monoderm (Keep)
GCF_009769125.1,False,,Clean,Monoderm (Keep)
GCF_009758095.1,False,,Clean,Monoderm (Keep)
GCF_009834405.1,False,,Clean,Monoderm (Keep)
GCF_009769095.1,False,,Clean,Monoderm (Keep)
GCF_009792315.1,False,,Clean,Monoderm (Keep)
GCF_009759825.1,False,,Clean,Monoderm (Keep)
GCF_009762745.1,False,,Clean,Monoderm (Keep)
GCF_009806575.1,False,,Clean,Monoderm (Keep)
GCF_009740205.1,False,,Clean,Monoderm (Keep)
GCF_009857055.1,False,,Clean,Monoderm (Keep)
