Unnamed: 0,X,dataname,syn_group,html_path,region_name,syn_type,Most.similar.known.cluster,Similarity,Genus,strainName,folder_path,BGC_number,version,gbk_path,definition,length,topology
2811,2811,GCF_028473745.1_NZ_CP101137.1.region016,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028473745.1\index.html,#r1c16,NI-siderophore,grincamycin,0.05,Streptomyces,GCF_028473745.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028473745.1\,28,NZ_CP101137.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028473745.1\GCF_028473745.1.gbk,"Streptomyces sp. M92 chromosome, complete genome.",7680776,linear
2812,2812,GCF_034422375.1_NZ_CP139824.1.region022,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_034422375.1\index.html,#r1c22,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_034422375.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_034422375.1\,33,NZ_CP139824.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_034422375.1\GCF_034422375.1.gbk,"Streptomyces rochei strain D21E05 chromosome, complete genome.",8597388,linear
2813,2813,GCF_030863865.1_NZ_CP121271.1.region020,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863865.1\index.html,#r1c20,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_030863865.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863865.1\,29,NZ_CP121271.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863865.1\GCF_030863865.1.gbk,"Streptomyces rochei strain JK1 chromosome, complete genome.",8030667,linear
2814,2814,GCF_004795715.1_NZ_CP039123.1.region019,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004795715.1\index.html,#r1c19,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_004795715.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004795715.1\,28,NZ_CP039123.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004795715.1\GCF_004795715.1.gbk,"Streptomyces sp. SS52 chromosome, complete genome.",8184045,linear
2815,2815,GCF_005490965.1_NZ_CP027297.1.region020,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_005490965.1\index.html,#r1c20,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_005490965.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_005490965.1\,32,NZ_CP027297.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_005490965.1\GCF_005490965.1.gbk,"Streptomyces sp. SGAir0924 chromosome, complete genome.",7653753,linear
2816,2816,GCF_020034615.2_NZ_CP083267.2.region020,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.2\index.html,#r1c20,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_020034615.2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.2\,29,NZ_CP083267.2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.2\GCF_020034615.2.gbk,Streptomyces sp. A144 chromosome.,8085429,linear
2817,2817,GCF_020034615.1_NZ_CP083267.1.region020,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.1\index.html,#r1c20,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_020034615.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.1\,29,NZ_CP083267.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.1\GCF_020034615.1.gbk,"Streptomyces sp. A144 chromosome, complete genome.",8085430,linear
2818,2818,GCF_040819605.1_NZ_CP161948.1.region010,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040819605.1\index.html,#r1c10,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_040819605.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040819605.1\,31,NZ_CP161948.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040819605.1\GCF_040819605.1.gbk,"Streptomyces rochei strain SR1102 chromosome, complete genome.",8152953,linear
2819,2819,GCF_964272505.1_NZ_OZ186791.1.region020,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272505.1\index.html,#r1c20,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_964272505.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272505.1\,30,NZ_OZ186791.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272505.1\GCF_964272505.1.gbk,Streptomyces sp. SudanB135_2055 chromosome c1.,7919821,linear
2820,2820,GCF_964272455.1_NZ_OZ186793.1.region018,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272455.1\index.html,#r1c18,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_964272455.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272455.1\,27,NZ_OZ186793.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272455.1\GCF_964272455.1.gbk,Streptomyces sp. SudanB91_2054 chromosome c1.,7993102,linear
2821,2821,GCF_964272335.1_NZ_OZ186760.1.region017,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272335.1\index.html,#r1c17,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_964272335.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272335.1\,27,NZ_OZ186760.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272335.1\GCF_964272335.1.gbk,Streptomyces sp. SudanB5_2050 chromosome c1.,7874837,linear
2822,2822,GCF_031597775.1_NZ_CP134203.1.region010,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031597775.1\index.html,#r1c10,NI-siderophore,paulomycin,0.09,Streptomyces,GCF_031597775.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031597775.1\,32,NZ_CP134203.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031597775.1\GCF_031597775.1.gbk,"Streptomyces sp. BB1-1-1 chromosome, complete genome.",8788812,linear
2823,2823,GCF_044591655.1_NZ_CP172448.1.region019,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\index.html,#r1c19,NI-siderophore,0,0.0,Streptomyces,GCF_044591655.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\,27,NZ_CP172448.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\GCF_044591655.1.gbk,"Streptomyces sp. BBFR51 chromosome, complete genome.",9275689,linear
2824,2824,GCF_036226945.1_NZ_CP109205.1.region010,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\index.html,#r1c10,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_036226945.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\,27,NZ_CP109205.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\GCF_036226945.1.gbk,"Streptomyces anthocyanicus strain NBC 01687 chromosome, complete genome.",8477056,linear
2825,2825,GCF_035917655.1_NZ_CP109102.1.region009,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\index.html,#r1c9,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_035917655.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\,26,NZ_CP109102.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\GCF_035917655.1.gbk,"Streptomyces anthocyanicus strain NBC 01777 chromosome, complete genome.",8677221,linear
2826,2826,GCF_033406955.1_NZ_CP137734.1.region008,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\index.html,#r1c8,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_033406955.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\,25,NZ_CP137734.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\GCF_033406955.1.gbk,"Streptomyces violaceoruber strain CGMCC 4.1801 chromosome, complete genome.",8629698,linear
2827,2827,GCF_045209725.1_NZ_CP109275.1.region009,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\index.html,#r1c9,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_045209725.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\,28,NZ_CP109275.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\GCF_045209725.1.gbk,"Streptomyces anthocyanicus strain NBC 01636 chromosome, complete genome.",8678397,linear
2828,2828,GCF_045206015.1_NZ_CP108200.1.region018,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\index.html,#r1c18,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_045206015.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\,28,NZ_CP108200.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\GCF_045206015.1.gbk,"Streptomyces anthocyanicus strain NBC_00116 chromosome, complete genome.",8505006,linear
2829,2829,GCF_045276945.1_NZ_CP109242.1.region009,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\index.html,#r1c9,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_045276945.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\,25,NZ_CP109242.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\GCF_045276945.1.gbk,"Streptomyces anthocyanicus strain NBC 01662 chromosome, complete genome.",8651515,linear
2830,2830,GCF_045039985.1_NZ_CP109571.1.region008,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\index.html,#r1c8,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_045039985.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\,28,NZ_CP109571.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\GCF_045039985.1.gbk,"Streptomyces anthocyanicus strain NBC_01372 chromosome, complete genome.",8344052,linear
2831,2831,GCF_000739105.1_NZ_CP009124.1.region009,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\index.html,#r1c9,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_000739105.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\,26,NZ_CP009124.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\GCF_000739105.1.gbk,"Streptomyces lividans TK24 chromosome, complete genome.",8345283,linear
2832,2832,GCF_013317105.1_NZ_CP050522.1.region017,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\index.html,#r1c17,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_013317105.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\,26,NZ_CP050522.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\GCF_013317105.1.gbk,"Streptomyces coelicolor strain M1154/pAMX4/pGP1416 chromosome, complete genome.",8585093,linear
2833,2833,GCF_008931305.1_NZ_CP042324.1.region017,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\index.html,#r1c17,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_008931305.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\,26,NZ_CP042324.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\GCF_008931305.1.gbk,"Streptomyces coelicolor A3(2) strain CFB_NBC_0001 chromosome, complete genome.",8667664,linear
2834,2834,GCF_044590125.1_NZ_CP172447.1.region022,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\index.html,#r1c22,NI-siderophore,enduracidin,0.06,Streptomyces,GCF_044590125.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\,30,NZ_CP172447.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\GCF_044590125.1.gbk,"Streptomyces sp. BBFR25 chromosome, complete genome.",8764166,linear
2835,2835,GCF_036130235.1_NZ_CP108008.1.region016,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036130235.1\index.html,#r1c16,NI-siderophore,0,0.0,Streptomyces,GCF_036130235.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036130235.1\,27,NZ_CP108008.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036130235.1\GCF_036130235.1.gbk,"Streptomyces sp. NBC_00334 chromosome, complete genome.",7883130,linear
2836,2836,GCF_027947595.1_NZ_CP116257.1.region006,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027947595.1\index.html,#r1c6,NI-siderophore,0,0.0,Streptomyces,GCF_027947595.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027947595.1\,25,NZ_CP116257.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027947595.1\GCF_027947595.1.gbk,"Streptomyces lienomycini strain DSM 41475 chromosome, complete genome.",7863969,linear
2837,2837,GCF_045039645.1_NZ_CP108643.1.region009,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\index.html,#r1c9,NI-siderophore,grincamycin,0.05,Streptomyces,GCF_045039645.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\,24,NZ_CP108643.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\GCF_045039645.1.gbk,"Streptomyces sp. NBC_01124 chromosome, complete genome.",8295141,linear
2838,2838,GCF_003950055.1_NZ_CP034353.1.region009,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\index.html,#r1c9,NI-siderophore,grincamycin,0.05,Streptomyces,GCF_003950055.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\,26,NZ_CP034353.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\GCF_003950055.1.gbk,"Streptomyces sp. KPB2 chromosome, complete genome.",8082236,linear
2839,2839,GCF_013364375.1_NZ_CP054920.1.region009,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\index.html,#r1c9,NI-siderophore,grincamycin,0.05,Streptomyces,GCF_013364375.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\,27,NZ_CP054920.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\GCF_013364375.1.gbk,"Streptomyces sp. NA03103 chromosome, complete genome.",8088762,linear
2840,2840,GCF_030552875.1_NZ_CP130681.1.region007,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\index.html,#r1c7,NI-siderophore,enduracidin,0.04,Streptomyces,GCF_030552875.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\,23,NZ_CP130681.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\GCF_030552875.1.gbk,"Streptomyces sp. HUAS CX7 chromosome unmamed1, complete sequence.",8089089,linear
2841,2841,GCF_021383925.1_NZ_CP085300.1.region007,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\index.html,#r1c7,NI-siderophore,enduracidin,0.04,Streptomyces,GCF_021383925.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\,23,NZ_CP085300.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\GCF_021383925.1.gbk,"Streptomyces sp. BSE6.1 chromosome, complete genome.",8024389,linear
2842,2842,GCF_018310575.1_NZ_CP074111.1.region016,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\index.html,#r1c16,NI-siderophore,enduracidin,0.04,Streptomyces,GCF_018310575.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\,22,NZ_CP074111.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\GCF_018310575.1.gbk,"Streptomyces sp. V17-9 chromosome, complete genome.",8151966,linear
2843,2843,GCF_036246005.1_NZ_CP109171.1.region019,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\index.html,#r1c19,NI-siderophore,grincamycin,0.08,Streptomyces,GCF_036246005.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\,29,NZ_CP109171.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\GCF_036246005.1.gbk,"Streptomyces sp. NBC_01723 chromosome, complete genome.",8762255,linear
2844,2844,GCF_030028615.1_NZ_CP124542.1.region008,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\index.html,#r1c8,NI-siderophore,grincamycin,0.05,Streptomyces,GCF_030028615.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\,22,NZ_CP124542.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\GCF_030028615.1.gbk,Streptomyces sp. BPPL-273 chromosome.,7856756,linear
2845,2845,GCF_030930975.1_NZ_CP133215.1.region014,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\index.html,#r1c14,NI-siderophore,grincamycin,0.05,Streptomyces,GCF_030930975.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\,20,NZ_CP133215.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\GCF_030930975.1.gbk,"Streptomyces sp. VNUA74 chromosome, complete genome.",7250076,linear
2846,2846,GCF_001660045.1_NZ_CP015866.1.region013,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\index.html,#r1c13,NI-siderophore,grincamycin,0.05,Streptomyces,GCF_001660045.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\,20,NZ_CP015866.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,"Streptomyces parvulus strain 2297 chromosome, complete genome.",7149446,linear
2847,2847,GCF_001767375.1_NZ_CP016795.1.region025,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\index.html,#r1c25,NI-siderophore,0,0.0,Streptomyces,GCF_001767375.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\,32,NZ_CP016795.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,"Streptomyces olivaceus strain KLBMP 5084 chromosome, complete genome.",8180260,linear
2848,2848,GCF_011650445.1_NZ_CP036534.1.region024,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011650445.1\index.html,#r1c24,NI-siderophore,0,0.0,Streptomyces,GCF_011650445.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011650445.1\,33,NZ_CP036534.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011650445.1\GCF_011650445.1.gbk,"Streptomyces sp. VN1 chromosome, complete genome.",8341703,linear
2849,2849,GCF_029866785.1_NZ_CP102359.1.region024,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029866785.1\index.html,#r1c24,NI-siderophore,0,0.0,Streptomyces,GCF_029866785.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029866785.1\,34,NZ_CP102359.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029866785.1\GCF_029866785.1.gbk,"Streptomyces sp. B146 chromosome, complete genome.",8759250,linear
2850,2850,GCF_022827705.1_NZ_CP094676.1.region011,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022827705.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_022827705.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022827705.1\,33,NZ_CP094676.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022827705.1\GCF_022827705.1.gbk,"Streptomyces sp. CB09030 chromosome, complete genome.",8368456,linear
2851,2851,GCF_015244315.1_NZ_CP043317.1.region012,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015244315.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_015244315.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015244315.1\,35,NZ_CP043317.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015244315.1\GCF_015244315.1.gbk,"Streptomyces olivaceus strain SCSIO T05 chromosome, complete genome.",8458055,linear
2852,2852,GCF_044496645.1_NZ_CP172414.1.region022,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044496645.1\index.html,#r1c22,NI-siderophore,0,0.0,Streptomyces,GCF_044496645.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044496645.1\,31,NZ_CP172414.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044496645.1\GCF_044496645.1.gbk,Streptomyces sp. NBUA17 chromosome.,8429080,linear
2853,2853,GCF_014701095.1_NZ_AP023439.1.region019,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014701095.1\index.html,#r1c19,NI-siderophore,0,0.0,Streptomyces,GCF_014701095.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014701095.1\,23,NZ_AP023439.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014701095.1\GCF_014701095.1.gbk,Streptomyces tuirus strain JCM 4255 chromosome.,7561001,linear
2854,2854,GCF_036243495.1_NZ_CP108994.1.region008,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036243495.1\index.html,#r1c8,NI-siderophore,0,0.0,Streptomyces,GCF_036243495.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036243495.1\,26,NZ_CP108994.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036243495.1\GCF_036243495.1.gbk,"Streptomyces luteogriseus strain NBC_00711 chromosome, complete genome.",9165939,linear
2855,2855,GCF_036347215.1_NZ_CP108993.1.region008,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347215.1\index.html,#r1c8,NI-siderophore,0,0.0,Streptomyces,GCF_036347215.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347215.1\,26,NZ_CP108993.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347215.1\GCF_036347215.1.gbk,"Streptomyces luteogriseus strain NBC_00712 chromosome, complete genome.",9165964,linear
2856,2856,GCF_030863945.1_NZ_CP132975.1.region008,204,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863945.1\index.html,#r1c8,NI-siderophore,0,0.0,Streptomyces,GCF_030863945.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863945.1\,31,NZ_CP132975.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863945.1\GCF_030863945.1.gbk,"Streptomyces sp. FXY-T5 chromosome, complete genome.",8712266,linear
