"dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","strain_name","combined"
"GCF_035952475.1_NZ_CP108369.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035952475.1\index.html","#r1c5","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035952475.1","GCF_035952475.1_NZ_CP108369.1.region005_#r1c5"
"GCF_030719255.1_NZ_CP120990.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030719255.1\index.html","#r1c2","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_030719255.1","GCF_030719255.1_NZ_CP120990.1.region002_#r1c2"
"GCF_030719235.1_NZ_CP120988.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030719235.1\index.html","#r1c24","NRP-metallophore,NRPS,T3PKS","coelichelin",1,"Streptomyces","GCF_030719235.1","GCF_030719235.1_NZ_CP120988.1.region024_#r1c24"
"GCF_036237215.1_NZ_CP108349.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237215.1\index.html","#r1c18","NRP-metallophore,NRPS,T3PKS","coelichelin",1,"Streptomyces","GCF_036237215.1","GCF_036237215.1_NZ_CP108349.1.region018_#r1c18"
"GCF_036205185.1_NZ_CP108138.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036205185.1\index.html","#r2c2","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036205185.1","GCF_036205185.1_NZ_CP108138.1.region002_#r2c2"
"GCF_036195045.1_NZ_CP108100.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036195045.1\index.html","#r1c2","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036195045.1","GCF_036195045.1_NZ_CP108100.1.region002_#r1c2"
"GCF_035917155.1_NZ_CP107951.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917155.1\index.html","#r1c18","NRP-metallophore,NRPS,T3PKS","coelichelin",1,"Streptomyces","GCF_035917155.1","GCF_035917155.1_NZ_CP107951.1.region018_#r1c18"
"GCF_045162765.1_NZ_CP108687.1.region017",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162765.1\index.html","#r1c17","NRP-metallophore,NRPS,T3PKS","coelichelin",1,"Streptomyces","GCF_045162765.1","GCF_045162765.1_NZ_CP108687.1.region017_#r1c17"
"GCF_900236505.1_NZ_LT962942.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_900236505.1\index.html","#r1c4","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_900236505.1","GCF_900236505.1_NZ_LT962942.1.region004_#r1c4"
"GCF_900236475.1_NZ_LT963352.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_900236475.1\index.html","#r1c4","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_900236475.1","GCF_900236475.1_NZ_LT963352.1.region004_#r1c4"
"GCF_008704575.1_NZ_CP023703.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008704575.1\index.html","#r1c1","terpene,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_008704575.1","GCF_008704575.1_NZ_CP023703.1.region001_#r1c1"
"GCF_001632865.1_NZ_CP012949.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\index.html","#r1c22","NRP-metallophore,NRPS,terpene","coelichelin",1,"Streptomyces","GCF_001632865.1","GCF_001632865.1_NZ_CP012949.1.region022_#r1c22"
"GCF_045160835.1_NZ_CP108213.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160835.1\index.html","#r1c30","NRP-metallophore,NRPS,terpene","coelichelin",1,"Streptomyces","GCF_045160835.1","GCF_045160835.1_NZ_CP108213.1.region030_#r1c30"
"GCF_045160965.1_NZ_CP130715.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160965.1\index.html","#r1c30","NRP-metallophore,NRPS,terpene","coelichelin",1,"Streptomyces","GCF_045160965.1","GCF_045160965.1_NZ_CP130715.1.region030_#r1c30"
"GCF_010669165.1_NZ_CP048641.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_010669165.1\index.html","#r1c29","terpene,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_010669165.1","GCF_010669165.1_NZ_CP048641.1.region029_#r1c29"
"GCF_031593255.1_NZ_CP134213.1.region008",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031593255.1\index.html","#r1c8","lassopeptide,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_031593255.1","GCF_031593255.1_NZ_CP134213.1.region008_#r1c8"
"GCF_002082175.1_NZ_CP020570.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002082175.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_002082175.1","GCF_002082175.1_NZ_CP020570.1.region004_#r1c4"
"GCF_036237355.1_NZ_CP108360.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237355.1\index.html","#r1c5","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_036237355.1","GCF_036237355.1_NZ_CP108360.1.region005_#r1c5"
"GCF_036227005.1_NZ_CP109210.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227005.1\index.html","#r1c7","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_036227005.1","GCF_036227005.1_NZ_CP109210.1.region007_#r1c7"
"GCF_035917435.1_NZ_CP109077.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917435.1\index.html","#r1c5","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_035917435.1","GCF_035917435.1_NZ_CP109077.1.region005_#r1c5"
"GCF_036010585.1_NZ_CP108575.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010585.1\index.html","#r1c6","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_036010585.1","GCF_036010585.1_NZ_CP108575.1.region006_#r1c6"
"GCF_013364315.1_NZ_CP054926.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364315.1\index.html","#r1c5","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_013364315.1","GCF_013364315.1_NZ_CP054926.1.region005_#r1c5"
"GCF_000385945.1_NC_021177.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000385945.1\index.html","#r1c7","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_000385945.1","GCF_000385945.1_NC_021177.1.region007_#r1c7"
"GCF_045039785.1_NZ_CP108611.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039785.1\index.html","#r1c5","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_045039785.1","GCF_045039785.1_NZ_CP108611.1.region005_#r1c5"
"GCF_045208555.1_NZ_CP109320.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208555.1\index.html","#r1c5","NRP-metallophore,NRPS,T1PKS","coelichelin",0.81,"Streptomyces","GCF_045208555.1","GCF_045208555.1_NZ_CP109320.1.region005_#r1c5"
"GCF_045208885.1_NZ_CP109309.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208885.1\index.html","#r1c29","NRPS,NRP-metallophore,melanin","coelichelin",0.9,"Streptomyces","GCF_045208885.1","GCF_045208885.1_NZ_CP109309.1.region029_#r1c29"
"GCF_020341595.1_NZ_CP084357.1.region013",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020341595.1\index.html","#r1c13","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_020341595.1","GCF_020341595.1_NZ_CP084357.1.region013_#r1c13"
"GCF_001931635.1_NZ_CP010833.1.region027",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\index.html","#r1c27","NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_001931635.1","GCF_001931635.1_NZ_CP010833.1.region027_#r1c27"
"GCF_000261345.2_NZ_CP013738.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000261345.2\index.html","#r1c4","NRP-metallophore,NRPS,terpene","griseobactin",1,"Streptomyces","GCF_000261345.2","GCF_000261345.2_NZ_CP013738.1.region004_#r1c4"
"GCF_036227645.1_NZ_CP109491.1.region031",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227645.1\index.html","#r1c31","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_036227645.1","GCF_036227645.1_NZ_CP109491.1.region031_#r1c31"
"GCF_019378935.1_NZ_CP080029.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_019378935.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_019378935.1","GCF_019378935.1_NZ_CP080029.1.region003_#r1c3"
"GCF_036227625.1_NZ_CP109490.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227625.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_036227625.1","GCF_036227625.1_NZ_CP109490.1.region004_#r1c4"
"GCF_045162735.1_NZ_CP108692.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162735.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045162735.1","GCF_045162735.1_NZ_CP108692.1.region004_#r1c4"
"GCF_045040235.1_NZ_CP109518.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040235.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045040235.1","GCF_045040235.1_NZ_CP109518.1.region003_#r1c3"
"GCF_045040245.1_NZ_CP109517.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040245.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045040245.1","GCF_045040245.1_NZ_CP109517.1.region003_#r1c3"
"GCF_045209675.1_NZ_CP109287.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209675.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045209675.1","GCF_045209675.1_NZ_CP109287.1.region003_#r1c3"
"GCF_045206395.1_NZ_CP107858.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206395.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045206395.1","GCF_045206395.1_NZ_CP107858.1.region003_#r1c3"
"GCF_045209805.1_NZ_CP109262.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209805.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045209805.1","GCF_045209805.1_NZ_CP109262.1.region003_#r1c3"
"GCF_045209775.1_NZ_CP109268.1.region034",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209775.1\index.html","#r1c34","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045209775.1","GCF_045209775.1_NZ_CP109268.1.region034_#r1c34"
"GCF_036232045.1_NZ_CP109511.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036232045.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_036232045.1","GCF_036232045.1_NZ_CP109511.1.region003_#r1c3"
"GCF_035954115.1_NZ_CP108376.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035954115.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_035954115.1","GCF_035954115.1_NZ_CP108376.1.region003_#r1c3"
"GCF_045040355.1_NZ_CP109413.1.region033",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040355.1\index.html","#r1c33","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045040355.1","GCF_045040355.1_NZ_CP109413.1.region033_#r1c33"
"GCF_045040385.1_NZ_CP109403.1.region032",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040385.1\index.html","#r1c32","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045040385.1","GCF_045040385.1_NZ_CP109403.1.region032_#r1c32"
"GCF_045039735.1_NZ_CP108625.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039735.1\index.html","#r1c3","NRP-metallophore,NRPS,terpene","griseobactin",1,"Streptomyces","GCF_045039735.1","GCF_045039735.1_NZ_CP108625.1.region003_#r1c3"
"GCF_017311125.1_NZ_CP059898.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_017311125.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_017311125.1","GCF_017311125.1_NZ_CP059898.1.region003_#r1c3"
"GCF_016906185.1_NZ_CP070242.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016906185.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_016906185.1","GCF_016906185.1_NZ_CP070242.1.region004_#r1c4"
"GCF_016906225.1_NZ_CP070249.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016906225.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_016906225.1","GCF_016906225.1_NZ_CP070249.1.region004_#r1c4"
"GCF_016906245.1_NZ_CP070254.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016906245.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_016906245.1","GCF_016906245.1_NZ_CP070254.1.region004_#r1c4"
"GCF_016906205.1_NZ_CP070245.1.region028",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016906205.1\index.html","#r1c28","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_016906205.1","GCF_016906205.1_NZ_CP070245.1.region028_#r1c28"
"GCF_016906265.1_NZ_CP070260.1.region027",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016906265.1\index.html","#r1c27","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_016906265.1","GCF_016906265.1_NZ_CP070260.1.region027_#r1c27"
"GCF_041014795.1_NZ_CP160048.1.region027",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041014795.1\index.html","#r1c27","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_041014795.1","GCF_041014795.1_NZ_CP160048.1.region027_#r1c27"
"GCF_045039835.1_NZ_CP108592.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039835.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045039835.1","GCF_045039835.1_NZ_CP108592.1.region004_#r1c4"
"GCF_035919765.1_NZ_CP109146.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035919765.1\index.html","#r1c24","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_035919765.1","GCF_035919765.1_NZ_CP109146.1.region024_#r1c24"
"GCF_036010305.1_NZ_CP108546.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010305.1\index.html","#r1c24","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_036010305.1","GCF_036010305.1_NZ_CP108546.1.region024_#r1c24"
"GCF_003147545.1_NZ_CP029361.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003147545.1\index.html","#r1c24","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_003147545.1","GCF_003147545.1_NZ_CP029361.1.region024_#r1c24"
"GCF_021491675.1_NZ_CP090837.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021491675.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_021491675.1","GCF_021491675.1_NZ_CP090837.1.region004_#r1c4"
"GCF_019287315.1_NZ_CP079114.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_019287315.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_019287315.1","GCF_019287315.1_NZ_CP079114.1.region003_#r1c3"
"GCF_045209705.1_NZ_CP109279.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209705.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045209705.1","GCF_045209705.1_NZ_CP109279.1.region003_#r1c3"
"GCF_045209855.1_NZ_CP109255.1.region032",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209855.1\index.html","#r1c32","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045209855.1","GCF_045209855.1_NZ_CP109255.1.region032_#r1c32"
"GCF_045865985.1_NZ_AP035884.1.region033",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045865985.1\index.html","#r1c33","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045865985.1","GCF_045865985.1_NZ_AP035884.1.region033_#r1c33"
"GCF_045162805.1_NZ_CP108682.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162805.1\index.html","#r1c3","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045162805.1","GCF_045162805.1_NZ_CP108682.1.region003_#r1c3"
"GCF_046097565.1_NZ_CP162609.1.region009",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_046097565.1\index.html","#r1c9","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_046097565.1","GCF_046097565.1_NZ_CP162609.1.region009_#r1c9"
"GCF_045162705.1_NZ_CP109059.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162705.1\index.html","#r1c24","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045162705.1","GCF_045162705.1_NZ_CP109059.1.region024_#r1c24"
"GCF_045162865.1_NZ_CP108664.1.region027",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162865.1\index.html","#r1c27","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045162865.1","GCF_045162865.1_NZ_CP108664.1.region027_#r1c27"
"GCF_045208065.1_NZ_CP109522.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208065.1\index.html","#r1c29","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045208065.1","GCF_045208065.1_NZ_CP109522.1.region029_#r1c29"
"GCF_045208695.1_NZ_CP109317.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208695.1\index.html","#r1c30","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_045208695.1","GCF_045208695.1_NZ_CP109317.1.region030_#r1c30"
"GCF_020783455.1_NZ_CP086102.1.region031",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020783455.1\index.html","#r1c31","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_020783455.1","GCF_020783455.1_NZ_CP086102.1.region031_#r1c31"
"GCF_040571425.1_NZ_CP136798.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040571425.1\index.html","#r1c4","NRP-metallophore,NRPS","griseobactin",1,"Streptomyces","GCF_040571425.1","GCF_040571425.1_NZ_CP136798.1.region004_#r1c4"
"GCF_045208885.1_NZ_CP109309.1.region030",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208885.1\index.html","#r1c30","NRP-metallophore,NRPS,transAT-PKS,T1PKS,PKS-like,NAPAA,terpene","griseobactin",1,"Streptomyces","GCF_045208885.1","GCF_045208885.1_NZ_CP109309.1.region030_#r1c30"
"GCF_035950875.1_NZ_CP108367.1.region003",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035950875.1\index.html","#r1c3","terpene,NAPAA,transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_035950875.1","GCF_035950875.1_NZ_CP108367.1.region003_#r1c3"
"GCF_036010585.1_NZ_CP108575.1.region005",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010585.1\index.html","#r1c5","transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_036010585.1","GCF_036010585.1_NZ_CP108575.1.region005_#r1c5"
"GCF_013364315.1_NZ_CP054926.1.region004",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364315.1\index.html","#r1c4","transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_013364315.1","GCF_013364315.1_NZ_CP054926.1.region004_#r1c4"
"GCF_017358145.1_NZ_CP071044.1.region004",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_017358145.1\index.html","#r1c4","transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_017358145.1","GCF_017358145.1_NZ_CP071044.1.region004_#r1c4"
"GCF_000385945.1_NC_021177.1.region006",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000385945.1\index.html","#r1c6","transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_000385945.1","GCF_000385945.1_NC_021177.1.region006_#r1c6"
"GCF_904440635.1_NZ_LR881952.1.region029",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_904440635.1\index.html","#r1c29","NRP-metallophore,NRPS,transAT-PKS,T1PKS,PKS-like","griseobactin",1,"Streptomyces","GCF_904440635.1","GCF_904440635.1_NZ_LR881952.1.region029_#r1c29"
"GCF_904440645.1_NZ_LR881953.1.region003",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_904440645.1\index.html","#r1c3","transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_904440645.1","GCF_904440645.1_NZ_LR881953.1.region003_#r1c3"
"GCF_035578105.1_NZ_CP141532.1.region004",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035578105.1\index.html","#r1c4","transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_035578105.1","GCF_035578105.1_NZ_CP141532.1.region004_#r1c4"
"GCF_037940185.1_NZ_CP149796.1.region032",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037940185.1\index.html","#r1c32","NRP-metallophore,NRPS,transAT-PKS,T1PKS,PKS-like","griseobactin",1,"Streptomyces","GCF_037940185.1","GCF_037940185.1_NZ_CP149796.1.region032_#r1c32"
"GCF_023277965.1_NZ_CP077652.1.region003",11,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_023277965.1\index.html","#r1c3","transAT-PKS,PKS-like,T1PKS,NRPS,NRP-metallophore","griseobactin",1,"Streptomyces","GCF_023277965.1","GCF_023277965.1_NZ_CP077652.1.region003_#r1c3"
